Unnamed: 0	text	task1
289	Te amamos pinche g ero de mierda 	1
290	 C mo  llor ndole  intentando hacerle un chantaje emocional  soy tu hermano mayor as  que c llate la puta boca y obedece ups se le escap  	0
292	  Pero c llate hijo de puta debe de paliar m s que vos el	0
293	Le he comprado un collar a mi esposa Co o pues yo todav a la tengo suelta	1
295	Ac  es como que vas al club a tomar algo y si o si tenes que cruzar a sudaca para qu  tal est  	0
297	  REENCUENTRO LA PUTA MADRE DISFRUTALO MUCHO LO RE MERECES AMIGA	0
299	  Aqui son acosadores porque les mandan un dm las har a hablar con una victima de acoso o violaci n a estas infradotadas para que dejen de hablar estupideces Asco me dan como mujer	0
300	  C llate perra y ven a calentarme que hace fr o PD Te extra o	1
303	Cuando un hombre mata a una mujer es un hijo de puta pero cuando una mujer mata a un hombre le tiran alagos solo por ser mujer y tener un buen cuerpo	0
304	  Ahora si que parafraseando ya callate maldito animal pendejo viejo hijo de puta arrastrado viejo pedorro mequetrefe gorrino cagada v bora prieta tepocata y de nueva cuenta TU CHINGADA MADRE ESCORIA SE TE VA A QUITAR LA PENSI N	0
305	  Mira hydrox de los cojones se me est  inflando la puta panocha ya c llate un puto mes cabezabunque	0
306	Cuantos operarios hacen falta para limpiar una cocina Ninguno eso es cosa de mujeres   llateYfriega	1
307	  Ute tranquila m  amiga me oio Si quer s que no te joda la vida te quedas callada perra hijaeputa y p same el abon candesita Cuale son tus cosquillas nene	1
308	Estos imb ciles HDLGP de Alianza Pa s no trabajan y no dejan trabajar son una maldita escoria 	0
311	      C llate perra	1
312	  si a mi me dicen mardita hubiese dicho yo si mi amor como una real perra pero tu eres nula as  que te prestare mi tarjeta para que te compres una personalidad	1
313	  T  eres la malagua celulitica puta barata 	1
314	      Tu eres putatienes maridos seguro	1
316	MI GANADORA GRACIAS TE LO MERECES ERES LA PUTA VOZ     	0
317	  CALLATE PUTA CHORRA ASESINA TRAIDORA A LA  PATRIA	1
319	  C llate y resp ndeme perra	1
320	Lo vuelvo a mencionar porque es que me cabrea mucho que por gilipollas que tienen que hacer putas tonter as se mueran animales sin necesidad y las familias tengan que pasar por eso porque es que le pasa a mi perra y os pego yo el petardazo en la cara hijos de puta 	0
321	No hay suficientes m dicos espa oles aqui en espa a que tienen que venir sudacas aqu  a trabajar manda cojones	1
322	    Ni tas trabajando perra callate	1
323	        La escoria de la ciudad son los puestos ya no son ambulantes ya estan fijos los imb ciles	0
327	Y t  eres una perra como dice Joss Stone 	1
328	Y tu eres perra	1
331	  no u callate cono perra yana	1
332	    hijo de perra Por supuesto no lo har a solo el muy bastardo se lo merec a por intentar siempre menospreciarle  Si los golpes no funcionaban habr a de intimidarlo a n de la manera m s repugnante  	0
333	Independiente se lo merec a   son cagones son putos y si son unos brasileros hijos de puta	0
334	Btw si a n no han ido cuando tengan oportunidad vayan a los cantaritos  El G ero  se enfiesta uno con mami y est n lo m s delis	0
336	  SIEMPRE dijiste lo que pensabas nunca fuiste por atr s tenes una humildad de la puta madre sos incre ble y te lo merecias	0
337	  Que voy yo y te pego con un pene en la cara cabrona	1
338	  Cobarde  Con un arma se cree poderoso Imb cilOjal  te metan preso Escoria humana 	0
339	harassand Pepe querido no te merec as el maltrato de esta puta  	1
341	La puta madre el amor que siento por mi novia es increible seguro me muero de diabetes 	0
343	La queja del hombre y de la mujer es universal y del mismo tipo pero la de la mujer es m s notable y se la tilda de puta resentida	1
344	Me mama cuestionar a mis profesores  no sean pendejos y sepan que est n ense ando no se aprendan una puta gu a 	0
345	Falta que aparezca puta publicando feliz d a de Reyes y suba una foto ense ando el culo	1
347	Por que las mujeres tienen cuatro labios los dos de arriba para decir tonterias y los dos de abajo para arreglarlas	1
348	  Que s  que el acoso y la violaci n est n mal pero que no hay situaciones que no son acoso y est  mal que quieran ampliar su su significado hasta que abarque cualquier cosa que es para donde van 	0
349	  C LLATE PUTA YA VAS A VENIR POR MI CONOCIMIENTO EN PEDAGOG A	1
350	  Como pueden permitir eso Si fuera una hermana o hija de agun manifestante Tambien se manifestarian para sacar a ese violador de la carcel	0
352	    perra estupida ahora tu eres la gorda	1
353	QUE ASCO VER LA    SIN TRAPOS CON ESTADIOS VAC OS Y EQUIPOS LLENOS DE SUDACAS PETARDOS	1
354	Va una mujer tonta valga la redundancia	1
356	NO huyen de ninguna guerra cuando huyes de una guerra no vuelves a tu pa s de vacaciones con las ayudas del estado espa ol Pero que no es nada nuevo casi la totalidad de las mujeres sirias llevan velo cuando Siria es un pa s cristiano 	1
357	    C llate puta	1
358	  C LLATE NADIE TE PREGUNTO PERRA	1
359	La unica diferencia es que a ella si le importan las cosas y tu eres una PUTA	1
361	    As  como t  eres maric n y puta tapi ada  tu obsesi n solo produce risa	0
362	Kirei mereces una muerte lenta y dolorosa hijo de puta  	0
363	Estimado   los catalanes no tenemos genes franceses Los tenemos alemanes y t  eres un hijo de puta Documento cedido por el Institut Nova Historia o como yo los llamo  La imagen es una co a lo hijo de puta que eres no 	0
365	Detienen a tres   de la   por presuntos   a una        NO al  	0
366	      tu que eres la comepollas groupie de dellafuente o que callate la puta boca ya simio	1
367	yo hol todas vosotras blanca puta gilipollas hueles mal vaya pozos tu bias es hykjae eres una rata sucia callate ya	0
371	  Esta es la justicia en espa a para estos indeseables una puta verguenza	0
372	En un descuido y los g eros est n detr s de todo esto 	1
373	Para todos ustedes los que votaron a este hijo de puta por odio Espero que reciban lo que merezcan Porque ustedes son tan soretes como  l	0
376	   Para que me sigues maldita chavista hija de puta Sal de mi TL perra asquerosa Tu eres culpable de la desgracia de Venezuela Mil veces maldita tu y toda tu generacion	1
377	Perd n por la hora pero me despert  pq so  que era la g era de Locomia y sal a en Siempre en Domingo  se me fue el sue o VALE MADRE	0
378	  Chica la verdad me da igual que tengas co o o falo y pelotas lo importante para m  es lo escribes y la verdad lo haces m s bien con el cerebro que con los genitales As  sigue dando guerra	0
379	Tu pinche voz de mustia me hace emputar a n m s c llate puta	1
380	En verdad yo no se porque tu eres as  DE UNA PUTA ME ENAMORE	1
381	Quiero ense aros la cremita de manos que me he comprado hoy Es una puta concha 	0
382	No me gusta el queso una puta mierda huele mal y sabe peor que pasa Alg n problema Con las tonter as ya	0
383	hasta la polla de inventarse palabras y tendencias de cosas que existen desde a saber cuanto tiempo y se llama COMER SANO Y OMNIVORO AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA 	0
384	  C llate puta etiqueta dejamos a nosotros los mortales y ve a jugar con tus n meros	1
386	 En que se parecen las mujeres y las polillas En que unas comen tela y las otras te la comen  	1
388	Me maman esos casos en los que el hombre es el enculado y la mujer es bien perra es como ver el otro lado de la moneda 	1
389	Jugamos de polla no tenemos arriba a nadie que remate una pinche bola y nos vienen diciendo que es culpa de los  rbitros y de que no quiere entrar Mira yo me cago en vuestros putos muertos desgraciaos	0
391	    Callate hijo de perra no soy masista Tu eres de la misma cala a q quintana Hijo de puta no toenes moral para reclamar nada 	0
392	    Sigo pensando lo mismo Ense ar a las mujeres a pelear no acabar  con el machismo y la violencia Hay que acabar con el machismo desde la pol tica y la educaci n y empoderar a las mujeres para que est n en pol tica	0
393	Por eso si no est n al nivel los criticar  en  sta cuenta no estamos para comerle la polla a nadie sin que lo merezca	0
394	Un gringo me dijo que le gustaba mi vestido y mi pap  me dijo pinche g ero puto JAJAJAJAJAJJAJAJAA	1
395	  Comemela yonki A ver si jugamos al player	0
396	esque zorra callate y no opines plis	1
398	    Callate puta hdp co o de tu madre maldita enchufada sopla con don perra oportunistas Amarillistas de mierda maldita aqu  mueren siento de personas diario hdp Pues claro Q nesesitamos una intervencion rata de mierda	1
399	Y t  eres perra ladrame JAJAJAJAJAJAJAJAJAAJJAJAJA	1
401	 JODER QUE TE CALLES PERRA	1
402	Ken cada vez es m s g ero en las caricaturas de Barbie en mis tiempos era morenito ahorita hasta las mejillas rosadas tiene	0
404	esta muy generalizada la idea de  puta  por ense ar el cuerpo en redes sociales cuando puta es ofrecer sexo a cambio de dinero y ense ar el cuerpo porque se me da la gana se llama MUJER LIBRE Y SEGURA DE SI MISMA 	1
405	ush esa perra si que me cae re mal se cree la verga y not mk no eres nadie c llate que a nadie le importa tu vida boba hp	1
406	  Callate muerto pol tico Todo el mundo tiene tan claro la clase de escoria q sos ahora y cdo fuiste director de AnSes q NI TU FAMILIA TE VOT  Se q Te es muy dif cil pero trata de tener un poquito de dignidad 	0
407	  Si lo s  Bueno hija de puta que t  eres guap sima jajajajjaa Pero veo esa patolog a en chicos jovenes a los que trato La estoy viendo mucho por desgracia	0
408	  Lo m ximo ser ti puta que me uses y me dejes servirte como lo mereces por ser un dios	0
409	  Disculpa t  eres ese al que llaman Jordi el ni o polla	0
410	Q hijo d puta C llate   	0
411	  ah callate puta	1
412	Tu chica es un poco guarra    Qui n se supone que es mi chica 	1
414	So  que era sobrino de Uribe y que sab a d nde estaban todos los papeles que lo inculpaban y buscaba la forma de rob rmelos sin que me pillara	0
415	  C llate zorra que  l alcoh lico aqu  eres t 	1
416	si ya la c dula de identidad va a dejar de ser el documento de identificaci n en Venezuelaavisen para declararnos indocumentado en nuestro pa s 	0
417	Y yo sin papeles 	0
418	  M s que seguro que muchos nacieron producto de acoso y hasta violaci n  Personalmente nunca he tenido problemas para conquistar sin recurrir a la intimidaci n	0
419	    Hasmelo a mi el es mi perra le estoy ense ando apenas pvp	0
420	Pero que co o le pasa esta puta noche a la naranjo Eres consciente de las tonter as que has soltado hoy por tu boca	0
422	yo  me pic  un animal wey mi hermana  te lo mereces por zorra	1
423	  Qu  haces puta c llate ya	1
424	 moros comprando reguladores de bombonas de butano cinta cuchillo y un hacha y a nadie de la tienda le salt  la alarma Putos buenismos  	1
425	  Callate la boca perra desgraciada	1
428	Y en la cara de muchos venezolanos amiga mia Miserable   eres una escoria 	0
429	Rescatan a un indocumentado a punto de morir en el desierto 	0
430	 Que le falta a una Mujer para ser perfecta todo	1
431	Qu  asco hacerles pensar a tus fans que LAS V CTIMAS DE ACOSOVIOLACI N DEBER AN QUEDARSE CALLADAS	0
433	  Merec an que se le cortase la polla a  l y al juez que dict  su inocencia y los abogados que asumieron su defensa al horno con sus huevos el la boca 	0
434	    encima por una puta nominaci n que no se merec a Si por lo menos fuera una nominaci n merecida	0
435	me hartan ya las pinches viejas estas que l tiran mierda a Irina la puta madre callate malparida que pierdes tu puto tiempo	1
436	Cara Delevigne acusada de fomentar el acoso y la violaci n en su nuevo anuncio  	0
438	SI SOLO ME DESPERTARON PARA PROVOCARME UN PUTO ATAQUE DE ANSIEDAD MEJOR ME HUBIERAN ASFIXIADO CON LA PUTA ALMOHADA	0
439	  callate perra tonta	1
440	Debe ser la polla ser impermeable a la iron a caminar por la puta calle diciendo tonter as que te las rebatan y te atrevas a discutir la fuente con cuatro pamplinas altisonantes	0
441	  No es porque piense que se ir n Sino porque mereces un castigo por ser tan puta	1
442	ven hijo que te voy a ense ar la ciudad aqu  est  la PUTA GENTE	0
443	    Ti o c llate la puta boca y d jala en paz por que sabemos que no nos dar s la raz n as  que dejemos el tema	0
445	  cuando me hicieron la casa vinieron trabajadores indocumentados de Argentina que no estaban registrados  Mi casa fue la que expusieron en el Prado hasta el d a de hoy tiene entrada de agua por todos lados y problemas enormes sin soluci n	1
446	GorDA CALLATE DE UNA VEZ QUE NO EST S VIENDO QUE ALIMENTAS TU DEPRESI N PUTA MADRE MORITE	1
447	  imbecil hoy te pego una pi a te fracturo la nariz	0
448	  Ostia tio si tienes tuister T  eres un aut ntico sinverg enza y un hijo de la gran puta jeta Los que de verdad hemos sufrido tumores cerebrales te deseamos un tormentoso  La polic a te jodi  tu repugnante negocio	0
449	    Pero si sois las dos rubias qu  os voy a ense ar Jajaja Hijas de puta	1
451	  Callate la boca pendeja de  a os con delirios de madurez y la puta que te pario	1
452	    Tu eres la novia de la otra zorra 	1
453	            Tu eres lo peor de la escoria que anda suelta	0
454	  JAJAJAJAJAJA c llate puta	1
455	inventarse esp as de amlo para montarte todo un show de acoso y persecusi n q acaba de guardanalgas por los celos de un afiliado blandengue mocho es pretexto p pedir a la sectayunquera o al partido	0
