	text	Task1
7268	If you dont have haters youre doing somethin wrong I got haters stalkers and people that just plain dont like me Luh u hoes	non-sexist
7269	This is my most accurate understanding of religion 	non-sexist
7270	Friend you really need to chill on the drinking and sleeping around Me 	non-sexist
7271	Too bad you cant get abs from laughing at all the memes you steal Id have a six pack by now 	non-sexist
7272	RT     is my   because he gave me a dirty shout out on Instagram  	non-sexist
7273	  guy or girl	non-sexist
7274	When someone leaves a dumb comment 	non-sexist
7276	Dont tell me you have a pool of that shit aint in the ground	non-sexist
7277	When all your friends are good people and you wonder why they like you for the piece of shit you are	non-sexist
7278	I try  	non-sexist
7279	I think its fair to say that my cock and attitude have let me breeze through quite an amazing life	non-sexist
7280	I dont usually do this 	non-sexist
7281	Im not like most girls 	non-sexist
7282	Pro Tip All girls like being told theyre good girls	non-sexist
7283	Life Hack If your dick game is strong you can get away with anything	non-sexist
7284	When its time to switch up your roster 	non-sexist
7285	My head game is strong AF but my head games are even stronger	non-sexist
7286	Message me Ill show you 	non-sexist
7287	Somebody better be fucking dead me sitting in traffic	non-sexist
7288	Theyre replaceable your time is not	non-sexist
7289	When youre dropping subtle hints that you need to be eaten out 	non-sexist
7290	When someone with stank breath tries talking to you 	non-sexist
7291	When you wake up and your mouth is drier than the Sahara desert 	non-sexist
7292	Its never personal with me cause I wouldnt ever care that much	non-sexist
7293	RT   Lol when you have two girlfriends     	non-sexist
7295	Her I have a man Me 	non-sexist
7296	If your dick game is strong shell let you get away with anything as long as youre honest with her	non-sexist
7297	Ive decided to just live off of these 	non-sexist
7298	When he tells you be a good girl and cum for daddy 	non-sexist
7299	Merica  	non-sexist
7300	Its pathetic tbh 	non-sexist
7301	I feel like post birth abortion should be a thing	non-sexist
7302	It must suck to not be me	non-sexist
7303	Fuck tittie Tuesday lets make twiddling twat Tuesday a thing	non-sexist
7304	When youre trying to enjoy a nice date but your boyfriend wont stop texting you and interrupting it 	non-sexist
7305	Theres no greater satisfaction than knowing you did it yourself me when someone asks me for help	non-sexist
7306	Co worker happy hump day Me 	non-sexist
7307	What really happens when you send her a dick pic 	non-sexist
7308	When all your friends are out hoein and youre stuck at home in a shitty relationship 	non-sexist
7309	When you lose the shoot out so you start a new one 	non-sexist
7310	When youre having a conversation with someone not listening and just dont care 	non-sexist
7311	Friend any plans for the weekend Me 	non-sexist
7313	People that ask me to do things are the worst kind of people	non-sexist
7315	Friend do you wanna be buried or cremated Me 	non-sexist
7316	Be the star of your own reality show Be obsessed with yourself	non-sexist
7317	You could never comprehend the way my brain works	non-sexist
7318	I wish I could have all the money Ive spent on alcohol back But still have had all of the alcohol too	non-sexist
7319	Her dont I give the best head Me 	non-sexist
7320	When life gives you lemons just go masturbate and take a nap	non-sexist
7321	I find great peace in knowing at the end of the day Im the only one I truly trust	non-sexist
7322	If you say bae to me I assume youre talking about my Big Ass Erection cause Im not  and that word is dumb	non-sexist
7323	Prince think he slick AF He got everyone out here fooled 	non-sexist
7324	Dont ever apologize for knowing your worth Even if youre worthless	non-sexist
7325	Person how are you always so happy Me 	non-sexist
7326	Its very weird to me how I can be so in love with myself and just as disgusted with myself at the same time	non-sexist
7327	Me trying to flirt I wanna eat your hot pocket	non-sexist
7329	If her bio quotes a meme she fucks on the first date	non-sexist
7330	  you should date me then But I dont date	non-sexist
7331	Me so what are you into Her 	non-sexist
7332	Me trying to flirt 	non-sexist
7333	When you wake up and the random didnt sneak out in the middle of the night 	non-sexist
7334	Can this day get any worse me waking up	non-sexist
7335	I can tell when your relationship is going well cause I dont hear from you	non-sexist
7337	If I watch your snap story just know it because Im bored AF I really dont care about you or your life	non-sexist
7338	Pro Tip Fuck your followers	non-sexist
7339	You spelt penis wrong 	non-sexist
7340	How I sleep after getting off 	non-sexist
7341	Same  	non-sexist
7342	Me and all my friends hate everyone I sometimes wonder how we became friends	non-sexist
7343	A lot of people make me laugh very few make me smile	non-sexist
7344	Blocking people is my cardio	non-sexist
7345	Pro Tip Stop trying to appeal to my feelings I dont have any	non-sexist
7346	I just got a ticket but in my defense I didnt want to	non-sexist
7347	I dont have to smile my emojis do that for me	non-sexist
7348	  gotta pay the bills bruh	non-sexist
7349	When they REALLY dont want you to advertise  	non-sexist
7350	I have no shame bruh none at all 	non-sexist
7351	There it is  	non-sexist
7352	When someone online tries to come at me and thinks I care 	non-sexist
7353	I love the pussy pics I get all day long on snap but when I get sent a dick pic I block for inappropriate snaps Does that make me sexist	non-sexist
7354	When you get your ex as your waitress 	non-sexist
7355	Walking around with a half hard dick all day is a really good look on me	non-sexist
7356	I have an organic protein shake for you  	non-sexist
7357	Do you know what they do to rapists in jail dumbfuck lol have fun 	non-sexist
7358	  thank you 	non-sexist
7359	If I make your day you should see what I could do to your night  	non-sexist
7360	RT     I am flattered tbh I got an orgasm just by thinking of it you really are good at this	non-sexist
7361	RT   Its not her fault that your dick is extra special It makes people daydream ya know xp 	non-sexist
7362	If you wont wash down your Plan B with my cum youre not the girl for me	non-sexist
7363	Relationships are like hangovers They make me miserable AF	non-sexist
7364	When your phones at  but youre about to get laid 	non-sexist
7365	Her send me a dick pic Mesends dick pic Her thats photoshopped Me 	non-sexist
7366	When you realize tomorrow is Monday 	non-sexist
7367	Pro Tip Stop thinking you are special You in fact are not	non-sexist
7368	Im guessing the last guy she trusted gave her herpes 	non-sexist
7369	Fish tacos  	non-sexist
7370	When someone ugly tells you theyre out of your league 	non-sexist
7371	When youre almost  and have run out of options 	non-sexist
7372	When youre toasting your boy but you see your girl checkin a text 	non-sexist
7373	My whole life is a bunch of awkward situations strung together by alcohol	non-sexist
7374	When someone spends money copyrighting their shitty memes that no one would steal if you asked them to 	non-sexist
7375	Playing Mr nice guy will get you nowhere but home alone rubbing one out Man up cupcake	non-sexist
7376	Her so what do you do for fun Me 	non-sexist
7377	RT   That awkward moment when youre on a date and Daddy YFB texts youand your phone is face up on the table  	non-sexist
7378	Im just gonna leave this here 	non-sexist
7379	When you wanna eat your own ass 	non-sexist
7380	The  savage award goes to this man 	non-sexist
7381	Yall are fucked up man You wouldnt be doin this shit if I was white 	non-sexist
7382	Seen it many times Hair brushes too 	non-sexist
7383	  the man is a legend in my mind 	non-sexist
7384	When you let a squirter sit on your face 	non-sexist
7385	All summer  	non-sexist
7386	Im too old for games We either fuckin or we not Either way its your loss or your gain IDGAF either way	non-sexist
7387	My mouth stays shut I cut people off for reasons they may never be smart enough to figure out	non-sexist
7388	When you see your friend thats in prison posting on Facebook 	non-sexist
7389	Me when I go anywhere ever 	non-sexist
7390	My only goal in life is to fuck at least  follower from each social media platform Twitter is the only  left   your move	non-sexist
7391	Should I give you my number 	non-sexist
7392	HAHAHAHAHAPLEASEKILLMEHHAHAHAHHAHAHAHAHA  	non-sexist
7393	  only when drunk or in bed But Im always drunk	non-sexist
7394	RT   When its Friday  youre feeling kinda Thugish 	non-sexist
7395	  it must have been cause I didnt get it	non-sexist
