	text	Task1
2309	La delgada y filos sima l nea entre culpabilizar a la v ctima de acoso y aventarle en la cara el ejercicio de honestidad moral T  fuiste parte de ese sistema y te callaste hasta hoy que ya no tienes mucho que perder vienes y lo se alas	non-sexist
2310	        Mereces la muerte zorra JAJAJAJAJA	sexist
2313	En que se parece una mujer a una foca  En que una es gorda tiene bigote y huele a pescado y la otra vive en el mar	sexist
2314	  Callate maldita zorra descerebrada puta come pollas chupa pollas insecto mierdata regenerada maldita hija de mil putas mierdas gay infierno caca espantoso cara podrida cabello de mierda maricona de mierda pedaso de puta estupido carajo mierda 	sexist
2315	  Chabon c llate un rato la re puta que te pari  que tipo idiota y ventajero que sos cortala con ese tema ya te dieron famita y no de la buena d jate de romper las bolas	non-sexist
2317	Es por que no soy g era	non-sexist
2318	  Para que la negra si t  eres bien puta no hagas promoci n pa mi que lo  nico que quieres es un pinch  tr o	sexist
2321	    Callate hijo de perra	non-sexist
2322	  Me ense aron que a los hijos de puta como t  hay que dejarlos bien muertos	non-sexist
2323	HIJO DE MIL PUTA HAY QUE ENSE ARLO A VOLAR A  L POR SER UNA MIERDA QUE BRONCA WEON 	non-sexist
2326	No se que puta mierda de vida vac a teneis que andais pendiente de cada vez que respiro para ir a ense rselo a Adri Primero Ella ya no es nada m o eligi  irse con otra persona ya fuese de buena o mala manera No le debo explicaciones de nada de lo que haga estando 	non-sexist
2327	Vaya brutal acoso a los hechizos no se lo merec an 	non-sexist
2328	Se quejan del acoso y hacen este tipo de publicidad Y ah  van tu todas a provocar atracci n masculina 	sexist
2330	    Sabes que hija de puta te mereces que te pase a vos que te agarre un gendarme enroscado te vacie un gas pimienta en la cara te manosee las tetas el culo y la concha y te tengan dos dias en cana mientras el juez allana tu domi	sexist
2332	  Callate perra traicionera encima q te cuento algo ahora menos te cuento lo otro Habla con mi mano natalie	sexist
2333	HARTA ME TIENEN CON EL  mi artista no se banco a os de burlas  QUE IMPORTA LA PUTA MADRE C LLATE LA BOCA QUE T  TWEET NO VA HACER QUE CAMBIEN DE OPINI N	non-sexist
2335	La moda de los negratas ponen un nombre falso con una mujer blanca y luego sua fotos de ellos A quien quieren enga ar 	non-sexist
2336	  Ninguna mujer es puta y el que lo diga es un rancio 	non-sexist
2338	    Callate porque la ligas vos tambien bolsa de escoria	non-sexist
2339	Amiga querida deseo que se cumpla un a o de mucha felicidad y mucho aprendizaje que seas muy bendecida y sigas irradiando con tu gran ser  Te quiero mucho  Feliz cumplea os G era hermosa Abrazos   	non-sexist
2340	  c llate la boca puta te odio	sexist
2342	En el tianguis todos somos g eros 	non-sexist
2343	Rata g era piloteando terreneando	sexist
2345	Mi novia es hermosa hijos de perra 	non-sexist
2346	 En que se parecen las mujeres a los delfines en que se cree que tienen inteligencia pero no se ha demostrado aun	sexist
2347	    C llate t  hijo de puta si no te gusta  brete	non-sexist
2348	    Callate zorra ya tengo suficientes enemigos	sexist
2349	HumorMachista   	non-sexist
2350	La zorra de   ri ndose en la cara de mica mientras lloraba hay la tienen ala careta esa	sexist
2351	  Callate la puta boca que hemos jugado bien saes 	non-sexist
2352	  De hecho Dios vomita a los tibios Y tu eres tibia Hip crita Puta a escondidas Doble moral Ya estas vomitada 	sexist
2355	Esta es la raz n por la cual dice     no puede abrir pronto centro de detenci n para nios indocumentados en   a n cuando   dice que compa a ya tiene un permiso pero para operar un hotel o refugio m s   pm 	non-sexist
2356	  No seas puta y deja de ense arle eso a la chica 	sexist
2358	  El de perra me luce pero tu eres tan perra que ni te agarra Te quiero beb  el proceso est  siendo incre ble el siguiente paso es que yo te maquillaje vas a quedar perfecta	sexist
2360	  T  eres bien perra 	sexist
2361	Que alguien le diga a Eusebio que pongan a Janu a ense arle a diblar a Odriozola que no tiene ni puta idea	non-sexist
2362	Putos moros violadores 	sexist
2363	Lo mismo que sinti  Miare y muchas chicas m s que sufrieron tu acoso y tus mentiras Imb cil Puto asco 	non-sexist
2364	Te pego con un Fierro en la cara y lo Doblas todo culia imag nate lo dura que la tenes	non-sexist
2366	Guarra buscando a un abuelo por la ventana  	sexist
2368	  Vos extra as solo a tus amigas perra Callate	sexist
2369	  Todo muy logico que escoria de gente	non-sexist
2370	  Haz una b squeda en Twitter con el filtro Ana Pastor guarra y ver s cu ntos perfiles hay de okupas Un ejemplo  	non-sexist
2373	David Guetta acaba de hacer bueno a Enrique Iglesias Jajaja hijo puta el gabacho todo sea dicho	non-sexist
2374	  LLEG S A DECIR QUE ME VIOLE A ESE  RBOL Y TE PEGO UNA PI A EN LA CARA QUE TE VA A DEJAR UNA MARCA DE MILANESA A LO BATMAN ahre	non-sexist
2376	    Qu  Mujeres con los mismos derechos Igualdad Joder sois puta escoria ni radicales ni nada sois el anticristo	non-sexist
2377	    Callate negra puta Segui choripaneando	sexist
2379	G ero de mi vida  	non-sexist
2381	  Tu eres la puta del gobierno y del   y no soy bot	sexist
2382	  El problema de ser un imb cil no es serloes demostrarlo 	non-sexist
2383	He estado callada desde ayer porque no me apetec a ni tener que enfadarme Pero me parece una puta verg enza que se grabe a los idols llegar a un funeral para poder discutir luego qui n ha ido qui n no qu  cara tra an o qui n ha sido el primero	non-sexist
2384	pablo casado tomando las  huellas dactilres de los negratas por si se escapan La c mara est  entre los dedos  ndice y coraz n 	sexist
2385	Un subfusil y me voy a la valla de Ceuta O a Tractoria No pasar n	sexist
2386	    Tu eres una perra	sexist
2387	  C llate la jeta mardito feto ambulante Te vas a morir como una perra hija de la gran puta	non-sexist
2388	No fue acoso nada m s fue intento de violaci n a un menor de edad  Todo lo que dice Marta Lamas bien lo pudo haber repetido un machiprogre y abre la puerta a que usen su opini n calificada para justificar abusos 	non-sexist
2389	Ya te dije que te calles puta prra sucia de panocha apestosa	sexist
2390	Si ven a una se ora g era vestida como tenista en una Plaza seguro tiene mach n dineros	non-sexist
2391	mi novia es una puta merienda	sexist
2392	    dej  de escribir burradas us  tus imb ciles manitos para casc rtela pensando en la polla de  	non-sexist
2396	Te gustar a participar en una peli porno buscamos tu perfil una tia guarra con ojos bonitos y no muy guapa   Hostia no te has esforzado mucho sigue intent ndolo 	sexist
2398	Esta es la foto de un guardia civil atacado con acido por los salvajes de la valla de  sale ni en  La Secta ni en ningun medio controlado por el tirano mundialista Soros 	non-sexist
2400	  No es mas imb cil porque no es mas alto el y su guarra par de analfabetos funcionales instigadores y apologistas a la violencia	non-sexist
2401	Ac  me ven y ya me hablan espa ol m s sudaca no consegu s	sexist
2402	  C llate puta si te encanta verme	sexist
2403	Negratas con  patas 	sexist
2406	  Movimiento SEMEN apoya esas tetas Un RT para difundir la campa a	sexist
2407	  Que te calles puta de mierda 	sexist
2408	Grabenselo en la cabeza Baekhyun no es ninguna gata ni puta ni zorra ni es mujer es hombre saben gracias	non-sexist
2409	  Callate q el viernes t vas a llevar un pu etazo trozo d escoria	non-sexist
2410	  Ay callate perra si siempre voy a tu casa bueno hiba porque hsce cuanto no voy jajajaj	sexist
2412	  come mierda chupa pollas imb cil cobarde no das la cara por tu equipo y saliste ayer como t pico cobarde malnacidos Alg n d a te tendr  de frente y te partiremos la cara como te lo mereces hijo de puta	non-sexist
2413	  hijos de puta tongazo hasta el finalYang no merec a esto	non-sexist
2414	  Que me la suda c llate y mu rete de una puta vez pedazo de escoria humana	non-sexist
2415	  callate perra q t haces llamar mejor amiga zorra del orto aprende a escribir chau	sexist
2416	Esta es la serie con la que Jes s HdezG ero obtuvo la V Beca Jacobo Tosio gtgtgt 	non-sexist
2417	bitch tu eres la perra atte reb	sexist
2418	  Embestir te con fuerza q chilles al sentir mipolla en tu co o humedo	non-sexist
2419	    Delci es una putapero tu eres una prepago de  pesos piaso mierda	sexist
2420	  no puta levanta tu co o puta busca trabajo puta consigue un negocio puta chupa una polla puta	sexist
2422	Tipico  si una chica no le cae otra chica es por que para la otra es una PUTA  pero solo por que no le cae bien	sexist
2423	Perro que perra y cobarde que eres pedacito de mierda es lo que tu eres VI O LA DOR	non-sexist
2425	  Que te calles puta sadboy de los cojones	sexist
2426	Tu cierra la puta boca que con las manos manchadas de sangre no se habla o no te lo ense aron tu padres 	non-sexist
2427	Sos una malparida no mereces ser feliz puta puta puta	sexist
2428	  Si lo merec a estar en la piel de alguien que sufri  acoso no es f cil Hay que darle oportunidad a nuevas actrices	non-sexist
2429	  Te cabe no te lo mereces por zorra	sexist
2430	  C llate perra Recalentado los que se echan los directivos de TV Azteca cada que te la pasas brincando de verga en verga por eso dejaste a Fernando porque te encanta la puteria	sexist
2432	Los manteros subsaharianos corren a sillazos a la Polic a  v a  	sexist
2433	  Obvio tu eres mi mejor amiga por siempre y para siempre zorra	sexist
2434	      El acoso injustificable son unas personas q la siguen en un acto ense ando un mobil con una imagen de un lazo y ademasamarillo	non-sexist
2435	    T  eres mi zorra favorita	sexist
2436	    tu eres mi problema puta x	sexist
2437	  ojala te vayas al infierno que la vida te de todo lo que te mereces por puta	sexist
2438	  Polla cas  polladas tonter as sinsentidos 	non-sexist
2440	LA PUTA MADRE LA PUTA MADRE ESTOY LLORANDO SABIA QUE IBAS A GANAR LE ESTABAS PONIENDO TODI A ESTO LO RE MERECES ESTOY TAN FELIZ DESEABA TANTO QUE SEAS LA GANADORA   	non-sexist
2441	Te digo yo que antes est s t  atragantandote con mi polla a que yo est  hundido en tu culo Por muy bueno que sea caerias t  antes 	non-sexist
2442	  claro como tu eres un subnormal retrasado venido de otra planeta Voy a ir a tu puta casa a romperte un brazo	non-sexist
2443	Sois igual de sucios hijos de puta y vais predicando valores No merec is llevar ninguna camiseta al retiro      	non-sexist
2445	Que pat tico vergonzosa la historia de chile un pa s del tercer mundo sometido a USA que puso a Somoza Trujillo y muchos otros pat ticos dictadores sudacas 	sexist
2447	  La concha de tu madre hija de mil puta Nada m s no lo mereces	sexist
2448	  Callate puta que tu fuiste la primera en darle like	sexist
2450	Joder nena f llame como tu sabes mu vete sobre mi aprieta mi polla con tu co o sin piedad te abrazo pego tus pezones contra mi pecho mientras te beso tus gemidos en mi boca 	non-sexist
2451	  Callate hijo de puta mentiroso son pelotudo que seguis mintiendo ladron andate de la Argentina	non-sexist
2452	    C llate weon vendi  C mo si no trabaj ramos hijo de la gran puta	non-sexist
2453	Tengo el Twitter de Celeste en mi celular y yo no puedo creer que con poner Milton callate se llene de favs la puta madre	non-sexist
2454	    C llate T  eres bien zorra 	sexist
2457	      C LLATEPERRA 	sexist
2458	  Si denuncian acoso sexual le quitan sus derechos sindicales Cuando naciste imb cil no tienes remedio    	non-sexist
2459	D JATE DE WEBIAR ZORRA MAL PARIDA YO NO TE TIRO WEAS VKOOK EN LA CARA MARIA JAVIERA TE VOY A SACAR LA CTM 	sexist
2460	Puta de su madre Que esta mujer es RECONTRA imb cil y tenemos que pagarle con nuestros impuestos Le hacen saber que su JEFA SAMURAI recibi  dinero SUCIO y ella se convence mas que tienen que LUCHAR CONTRA LA KORRUPCION  SACATE LA MIERDA DE LA CABEZA MUJER 	sexist
2462	  t  eres la perra idiota y yo el viejo okurr	sexist
2465	Mis tios diciendo que ines arrimadas es una zorra a ver callate la boca	sexist
2467	  tu no eres artista tu eres una puta buscando enchufado con el perd n de las putas	sexist
2468	 te amodio odio a la perra de tu amiga pero t  eres mi vida tijerazo	sexist
2469	  C I N T A QUE TE CALLES LA PUTA BOCA SI NO ME VAS A ENSE AR NADA QUE LO PASO MUY MAL JODER	non-sexist
2470	Tu eres mi puta y yo soy tu crush yo soy tu puto y tu eres mi cruz	sexist
2473	    T  eres la culpable perra v	sexist
2474	Primas de  euros para los indocumentados que se marchen de Francia  v a  	non-sexist
2475	  Te conteste zorra te conteste asi que callate y contestame	sexist
2477	es que con ese escote pareces una guarra esa falda tan corta las medias de rejilla puta en fin	sexist
2480	Hoxe meu abuelo vaime ense ar a usar a escopeta e estou superemocionada  a mi a nai non lle fai puta gracia pero me da iw 	non-sexist
2482	  Te mereces que te agarremos a patas en la zorra gargajos y combos en el hocico viejo culiao ojal  no te cruces en mi camino	non-sexist
2483	  C llate zorra jajaja	sexist
2484	Claro pero luego el rap los chavales q improvisan y rapean lo  nico q saben decir es tu novia es una zorra tu madre es una puta seguro q s  no ten is ni idea   eres ENORME 	non-sexist
2485	  Callate bot hijo de puta	non-sexist
2487	  tu eres la perra 	sexist
2489	L El mejor luegar para tener mi polla ahora mismo es en la garganta de Wicca llen ndome de babas	sexist
2490	    Pero tu eres una perra sucia	sexist
2491	Una raz n m s para odiar a Arturo Vidal Sudaca chileno y adem s del bar a 	sexist
2493	  Algo estilo Hijos de puta sinverg enzas se puede ense ar 	non-sexist
2494	K sem se lo merec a fue muy zorra despu s  	sexist
2496	 Pero eh que las mujeres son unas santas y los hombres unos hijos de puta machistas opresores puto asco de sociedad las leyes no son iguales para ambos generos	non-sexist
2499	  C llate puta 	sexist
2500	Retratao el roomba sudaca 	sexist
2501	Toma hijo de re mil putate mereces eso y una buena cagada a palo soloson unos pedazo de mierda   	non-sexist
2503	  Una serie genial que habla de tab s que poco a poco dejan de serlo el suicidio la violaci n y el acoso escolar	non-sexist
2504	Aqu  podemos ver un grupo de simp ticos moromierdas basura de la que a   le gusta tanto recoger del mar Como se puede apreciar est n totalmente integrados en la sociedad europea  Son o no son como monos salvajes sucios delincuentes violadores y pendencieros 	sexist
2505	Me parece mal que ve is cultura de violaci n por ah  y hasta os parezca gracioso que violen a mujeres Soys escoria	non-sexist
2509	 te sigo amando pero no lo mereces perra	sexist
2510	  Ya deseo castigarte de una buena vez perra de mierda mereces que te rellene una y otra vez de muchos chorros de semen hasta dejarte pre ada	sexist
2511	  no friegas el suelo	non-sexist
2513	  Jamas Ramos no t compares con ese Friky ese hijo de puta separa y da a un pais tu eres un crack	non-sexist
2515	    cual ping si tu eres sudaca ademas entiende ptm HITS PUTOS NORMALES NO HITS QUE VAN CON COMBOOO	sexist
