	dataset	language	source	text	task1
3246	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ Que raro que que todo el gabinete salga a decir con las mismas palabras que respalda? https://t.co/WDRqQCCdJs	sexist
3247	SCB_ES	es	Twitter	Con respecto a la alerta de genero, que platique con Noro?a	non-sexist
3248	SCB_ES	es	Twitter	@rdsalazar @JessCamposPrez1 @bukisch @lalohdeza @m_ebrard Pues porque antes eran los militares los que mataban y de? https://t.co/wfYVBES5C2	sexist
3249	SCB_ES	es	Twitter	@SinEmbargoMX El tan Presidenciable @m_ebrard	non-sexist
3250	SCB_ES	es	Twitter	"RT @WaldyRCP: ?Por qu? @maximilianoreyz quien EXPL?CITAMENTE dice sus tuits son PERSONALES manda felicitaciones a nombre de @GobiernoMX?

??"	non-sexist
3251	SCB_ES	es	Twitter	@m_ebrard Que Dios les de pronta resignaci?n a toda su familia	non-sexist
3252	SCB_ES	es	Twitter	@m_ebrard No violadores en la administraci?n p?blica por favor	non-sexist
3253	SCB_ES	es	Twitter	"RT @MagdaGraciasFCH: ?Cerrar filas? 
Con quienes se han dedicado a DESTRUIR al pa?s???? 
Est?n cosechando lo q sembraron
Inseguridad
Violenci?"	non-sexist
3254	SCB_ES	es	Twitter	RT @m_ebrard: Agradezco la comprensi?n del Senado de la Rep?blica y las muestras de afecto de numerosas personas en torno a la salud de mi?	non-sexist
3255	SCB_ES	es	Twitter	@SEGOB_mx @GobiernoMX @M_OlgaSCordero Para ustedes destructores que se cubren la cara en las manifestaciones,las id? https://t.co/wDxCzHF05Q	sexist
3256	SCB_ES	es	Twitter	RT @ArcadiaPolibio: Vaya forma de terminar sus d?as @M_OlgaSCordero en su senilidad y estupidez neg? llamar circunstancia muerte de polic?a?	non-sexist
3257	SCB_ES	es	Twitter	RT @oliveruscanga: @LuRiojas Nadam?s checa el dato de la tal Karen. Lleg? al bar a las 4 de la Tarde... se comunica con su mam? a las 9...?	non-sexist
3258	SCB_ES	es	Twitter	RT @m_ebrard: Le? la informaci?n que publica Dolia Est?vez respecto a Victor Alberto Barreras.Estoy ordenando que el Comit? de Etica de la?	non-sexist
3259	SCB_ES	es	Twitter	@M_OlgaSCordero Y los abusos del presente?	non-sexist
3260	SCB_ES	es	Twitter	@m_ebrard Igual que en Tl?huac verdad?	non-sexist
3261	SCB_ES	es	Twitter	RT @mau_rodriguez77: A esas calibre .50 en Culiac?n solo les falt? que trajeran pintada la bandera de los EEUU. Ahora @m_ebrard tiene mucho?	non-sexist
3262	SCB_ES	es	Twitter	"RT @LuRiojas: Un recordatorio a @M_OlgaSCordero sobre la urgencia de la despenalizaci?n de las drogas.

#Legalizaci?n https://t.co/tvIsqqUJ?"	non-sexist
3263	SCB_ES	es	Twitter	RT @Vivianolala: @m_zamarripa @m_ebrard ?Qui?n plane? el operativo? ?Qui?n sali? a mentirle a la ciudadan?a horas despu?s ? ?Qui?n dio la o?	non-sexist
3264	SCB_ES	es	Twitter	RT @Valeria_CantoZ: Ah no, pues entonces no hay que quejarse! Ya saben que este es el argumento favorito de los #LopezLovers. No sab?a que?	non-sexist
3265	SCB_ES	es	Twitter	RT @GEP_Consultoria: #Ent?rate de los acontecimientos m?s relevantes. #LaSemanaen60segundos ??Est? semana comparecieron ante @Mx_Diputados y?	non-sexist
3266	SCB_ES	es	Twitter	@BenuaJacob @m_ebrard Respetuosamente tu no tienes ?tica ni moral al pensar as? de personas que ni siquiera conoces? https://t.co/9jy6UPXris	sexist
3267	SCB_ES	es	Twitter	RT @Esteban_D7: Lamentable que @Notimex sea usada con estos fines @SEGOB_mx @M_OlgaSCordero esto no es lo que esperamos de un gobierno los?	non-sexist
3268	SCB_ES	es	Twitter	"RT @vampipe: Oye, @Claudiashein y @m_ebrard... ?Ya nunca se investig? esto de @gfabianmedina? Sobre los negocios turbios que ten?a y eso.
h?"	non-sexist
3269	SCB_ES	es	Twitter	@MD_HO_DrAaronFC @SEDENAmx @FGRMexico @SEMAR_mx @AlfonsoDurazo @SEGOB_mx @lopezobrador_ @M_OlgaSCordero Estos perso? https://t.co/TyoFFKEDck	sexist
3270	SCB_ES	es	Twitter	@m_ebrard Y los derechos humanos, bien gracias.	non-sexist
3271	SCB_ES	es	Twitter	@IVANGIDI @oneamexico @CarlosGidiB @M_OlgaSCordero @AntonioAttolini @SimonLevyMx @abrahamendieta opina espa?ol!!	non-sexist
3272	SCB_ES	es	Twitter	@ElUniversalOax @El_Universal_Mx @m_ebrard @lopezobrador_ No quiero imaginar lo que va a pasar en lo futuro, si hac? https://t.co/bqVs9VMCYi	sexist
3273	SCB_ES	es	Twitter	"RT @ferbelaunzaran: Es evidente el poder absoluto de @lopezobrador_ entre sus compa?eros.

Que no insulte nuestra inteligencia, no somos pe?"	non-sexist
3274	SCB_ES	es	Twitter	"RT @EmilioAlvarezI: En la ciudad de los derechos las personas mueren en v?a p?blica con la negligencia de elementos de la ?@SSP_CDMX?. 

Ne?"	non-sexist
3275	SCB_ES	es	Twitter	"@AleEsat @M_OlgaSCordero @fernandeznorona @A_Encinas_R Y a el lo premio?
A ?l lo vio con buenos ojos?
C?mo son dich? https://t.co/4AxsNaLZOa"	sexist
3276	SCB_ES	es	Twitter	@IrvingPineda @lopezobrador_ @realDonaldTrump @m_ebrard Solo los pendejos se creen eso, la realidad es q le fue de? https://t.co/mlMsx7H5dG	sexist
3277	SCB_ES	es	Twitter	@cklilian Como es normal para @M_OlgaSCordero y la #4T no merece respuesta de parte de @lopezobrador_? https://t.co/dqrhweCDpb	sexist
3278	SCB_ES	es	Twitter	RT @EDUCA_Diva: No BUEEENNNOOOOO, el Presidente ?nos ense?? a bloquiar como manifestaci?n, ?l as? le hacia?... ???????????? @lopezobrador_ @Claud?	non-sexist
3279	SCB_ES	es	Twitter	RT @r_velascoa: Sobre la nota de Dolia Est?vez en relaci?n a V?ctor Barreras, a?ado la siguiente informaci?n a lo dicho por los secretarios?	non-sexist
3280	SCB_ES	es	Twitter	RT @m_ebrard: Se descarta crimen de odio, xenofobia o racismo en el tiroteo de Kansas que cost? la vida a dos connacionales. Aqu? los presu?	non-sexist
3281	SCB_ES	es	Twitter	@GerardoFloresR @JLozanoA @M_OlgaSCordero Pinch? gobierno este	non-sexist
3282	SCB_ES	es	Twitter	@m_ebrard Un gran abrazo Canciller.	non-sexist
3283	SCB_ES	es	Twitter	RT @m_ebrard: Damos la m?s cordial bienvenida al Presidente Miguel D?az-Canel, a su distinguida esposa Lis Cuesta Peraza y a los destacados?	non-sexist
3284	SCB_ES	es	Twitter	RT @Irma_Sandoval: Nos alienta y exige m?s tan positivo resultado de la evaluaci?n ciudadana. A redoblar los esfuerzos en la acci?n contra?	non-sexist
3285	SCB_ES	es	Twitter	"RT @Nydia_59: @jmartin753 @lopezobrador_ Este payaso es lo que tenemos los Mexicanos como presidente!
Una verg?enza a nivel mundial.
Exhibi?"	non-sexist
3286	SCB_ES	es	Twitter	@isislatina @FedericoAlcant9 @lopezobrador_ @Claudiashein @M_OlgaSCordero O sea no sabes o como?	non-sexist
3287	SCB_ES	es	Twitter	RT @infolliteras: Falt? que fumaran, si no la pipa de la paz, el churro de la paz que entreg? una diputada ... https://t.co/PXi7TP4Ofl	non-sexist
3288	SCB_ES	es	Twitter	RT @m_ebrard: Damos la m?s cordial bienvenida al Presidente Miguel D?az-Canel, a su distinguida esposa Lis Cuesta Peraza y a los destacados?	non-sexist
3289	SCB_ES	es	Twitter	@Ricar_peralta @M_OlgaSCordero @Amotac @SCT_mx Confirme por favor los medios ya est?n asegurando que mandar? a la G? https://t.co/kILvkXqWpd	sexist
3290	SCB_ES	es	Twitter	Dio la bienvenida @m_ebrard a los participantes del Cuarto Encuentro Mundial de J?venes @InfoScholas ORT, que se ll? https://t.co/zOs6tdJG6m	sexist
3291	SCB_ES	es	Twitter	@BlancaPinaG @MorenaSenadores @aspaprensa @martibatres @MaluMicher @mtra_lupita @SenadoraV @SenGriceldaVal? https://t.co/NmfoxQq1RP	sexist
3292	SCB_ES	es	Twitter	RT @DoliaEstevez: @Efren_Leyva @m_ebrard Su nombramiento como c?nsul en San Bernardino debe ser revocado. M?xico no merece otro papel?n com?	non-sexist
3293	SCB_ES	es	Twitter	RT @AlfonsoDurazo: Finalmente, agradezco y reconozco en todo su valor la presencia de mis muy estimados compa?eros del Gabinete de Segurida?	non-sexist
3294	SCB_ES	es	Twitter	RT @mau_rodriguez77: A esas calibre .50 en Culiac?n solo les falt? que trajeran pintada la bandera de los EEUU. Ahora @m_ebrard tiene mucho?	non-sexist
3295	SCB_ES	es	Twitter	@RepDeFiFidonia @M_OlgaSCordero @rthur013 El fantasma de la corte.	non-sexist
3296	SCB_ES	es	Twitter	"RT @MD_HO_DrAaronFC: El compa?ero Secretario @m_ebrard, no ha permitido el nombramiento de conaul, por acusaci?n de estrupo

Ese tipo de fu?"	non-sexist
3297	SCB_ES	es	Twitter	@LeonKrauze @M_OlgaSCordero No han entendido que la prioridad es la seguridad , por favor sean cr?ticos con el pres? https://t.co/Q6GohxaRGN	sexist
3298	SCB_ES	es	Twitter	RT @m_ebrard: Concluy? reuni?n convocada por el Secretario de Seguridad, Alfonso Durazo, con Embajador de EU y su equipo para congelar tr?f?	non-sexist
3299	SCB_ES	es	Twitter	@DesireeNavarro @m_ebrard Se acaba de aprobar en comisiones la propuesta de iniciativa de .@tatclouthier para reduc? https://t.co/TuOMngn7im	sexist
3300	SCB_ES	es	Twitter	RT @arqsiba: @M_OlgaSCordero @lopezobrador_ Es hora de pegarle al mercado del narco. Derrumben su mercado, legalicen y controlen su mercado?	non-sexist
3301	SCB_ES	es	Twitter	"RT @Med_DipAlmaguer: (1-2) #EnTribuna 
Comparecencia de @vmva1950 titular de @Agricultura_mex: 
?Qu? estrategias seguir? SADER para garanti?"	non-sexist
3302	SCB_ES	es	Twitter	RT @japeraltac: Hablas de otro pa?s @lopezobrador_  porque hoy en #Michoac?n por si no te enteraste  hubo una masacre de polic?as y tu secr?	non-sexist
3303	SCB_ES	es	Twitter	"RT @F_I_F_l: Siguen los hechos aislados seg?n @M_OlgaSCordero

Nuevo Le?n
Coahuila
Tamaulipas
Veracruz
San Luis Potos?
Quer?taro
Hidalgo
Gu?"	non-sexist
3304	SCB_ES	es	Twitter	@M_OlgaSCordero Ya renuncia in?til	non-sexist
3305	SCB_ES	es	Twitter	@lopezobrador_ @M_OlgaSCordero @AlfonsoDurazo @SEDENAmx ya es hora de mostrar de que es capaz este @GobiernoMX no?? https://t.co/L5he6cz7dm	sexist
3306	SCB_ES	es	Twitter	@m_ebrard Pronta resignaci?n Marcelo!	non-sexist
3307	SCB_ES	es	Twitter	@BogusBelgodere @m_ebrard @lopezobrador_ Sobre los impuestos.  Tal vez ser?a mejor bajarlos para dar  calidad de vi? https://t.co/aUXuOOeRbk	sexist
3308	SCB_ES	es	Twitter	"No se quien es m?s traidor a la patria ???
Este desertor, o los ((zombispendejos)) que votaban por el priam ??."	non-sexist
3309	SCB_ES	es	Twitter	@lopezobrador_ @M_OlgaSCordero @AlfonsoDurazo @Luis_C_Sandoval el pueblo los apoya https://t.co/k0b0GccH7e	non-sexist
3310	SCB_ES	es	Twitter	RT @M_OlgaSCordero: El subsecretario @Ricar_peralta y yo, sostuvimos una reuni?n de trabajo con el senador @NapoleonGomezUr. Acordamos segu?	non-sexist
3311	SCB_ES	es	Twitter	@DoliaEstevez @subdirectora @Efren_Leyva @m_ebrard Sigue la matando al buen @lopezobrador_ . Urge congruencia .? https://t.co/jUFX8F6dTq	sexist
3312	SCB_ES	es	Twitter	RT @AXL__tw: Ah vaya, @M_OlgaSCordero, cre? que deber?amos preocuparnos, pero ya veo que no. Qu? alivio (?). https://t.co/FRigUQWhYd	non-sexist
3313	SCB_ES	es	Twitter	Mi p?same al Srio. De Relaciones exteriores por el Fallecimiento de su Sr. Padre Marcelo Ebrard Maure	non-sexist
3314	SCB_ES	es	Twitter	RT @DorianFaMe: ?Donde est?n las pipas? ?Las facturas de las pipas??Que empresa las vendi?? @lopezobrador_  les exigimos respuestas @Irma_S?	non-sexist
3315	SCB_ES	es	Twitter	@mikrosauruss Debes denunciar la represi?n de @sebastianpinera, @m_ebrard No seas c?mplice con el silencio.	non-sexist
3316	SCB_ES	es	Twitter	@lopezobrador_ @M_OlgaSCordero Que se siente ser taaaaaannn in?til??????	non-sexist
3317	SCB_ES	es	Twitter	RT @FelipeCalderon: De estos fariseos que se llenan la boca con ?el amor al pr?jimo? y el ?humanismo?, viene esta frase: ?No es posible ver?	non-sexist
3318	SCB_ES	es	Twitter	RT @SalinasTodo: @4TLyF1 @Ricar_peralta @M_OlgaSCordero @Mx_Diputados @lopezobrador_ Nuestro Presidente AMLO, es un Hombre de palabra, cump?	non-sexist
3319	SCB_ES	es	Twitter	"RT @mariolobo25: Por favor ay?denme a dar RT pues dudo que a mi que soy pocos followers me responda.
@vampipe 
@ChumelTorres 
@BaksLive 
@S?"	non-sexist
3320	SCB_ES	es	Twitter	RT @acecib: Y mientras tanto, los #Jubilados de #MexicanaDeAviaci?n seguimos padeciendo hambre e injusticias @lopezobrador_ @LuisaAlcalde @?	non-sexist
3321	SCB_ES	es	Twitter	De una verg?enza monumental, son tan ignorantes y pendejos que ni siquiera se fijan en la mierda que les sale por l? https://t.co/uD6bdOhRYR	sexist
3322	SCB_ES	es	Twitter	"@m_ebrard Diras a los dictadores, opresores del pueblo cubano .
Tantititia  madre."	non-sexist
3323	SCB_ES	es	Twitter	RT @m_ebrard: Mi gratitud y de toda la familia a quienes nos han externado condolencias y solidaridad, gracias Sr Presidente L?pez Obrador,?	non-sexist
3324	SCB_ES	es	Twitter	RT @DoliaEstevez: Nombre: V?ctor Alberto Barreras Castro. Nombrado c?nsul en Las Vegas. Arrestado por sexo con una menor que era su alumna.?	non-sexist
3325	SCB_ES	es	Twitter	RT @kioscomayor: Sonora le apuesta a la mediaci?n en el proceso de construcci?n de la paz, recalca @davidanayac titular de @ssp_sonora en c?	non-sexist
3326	SCB_ES	es	Twitter	RT @ArcadiaPolibio: Si ya que la promovente @M_OlgaSCordero para 2024 sera minera????ya no dar? para mas para esa fecha, si ahora ya hiede, p?	non-sexist
3327	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Fue un gusto recibir al gran actor y comediante @HectorSuarezTV quien se ha destacado por trabajar en teatro, cine y te?	non-sexist
3328	SCB_ES	es	Twitter	"RT @ferbelaunzaran: Es evidente el poder absoluto de @lopezobrador_ entre sus compa?eros.

Que no insulte nuestra inteligencia, no somos pe?"	non-sexist
3329	SCB_ES	es	Twitter	RT @fconsydig: ?Qu? es esto @M_OlgaSCordero ? Ustedes todav?a gobiernan algo? m?s all? de ocupar los puestos, digo? https://t.co/aHeib8Dhjp	non-sexist
3330	SCB_ES	es	Twitter	@M_OlgaSCordero Do?ita , est? bien que pidan perd?n por el pasado, pero quien carajos est? pidiendo perd?n por el p? https://t.co/xuQzHnZMnL	sexist
3331	SCB_ES	es	Twitter	@lorenzocordovav De hecho, realizar una consulta para atropellar la constituci?n  es, en s? misma, ilegal. Y? https://t.co/kAWH8tJHFC	sexist
3332	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ Lucha, el dejar ir al hijo del chapo y no hacer nada, eso es lucha? El gobierno se v? https://t.co/kbrZEZ2gpu	sexist
3333	SCB_ES	es	Twitter	RT @armandopmc: No s? ingl?s, ?me podr?an hacer el favor de traducirme? Mil gracias, buen detalle..!! @yeidckol  @mario_delgado  @m_ebrard?	non-sexist
3334	SCB_ES	es	Twitter	@lopezobrador_ @yeidckol @M_OlgaSCordero @m_ebrard @mario_delgado @CuitlahuacGJ y taggeen a Noro?a, Epigmenio y Tat? https://t.co/qJ1hw8mCIT	sexist
3335	SCB_ES	es	Twitter	RT @OsNoCa: @SimnTolomeo2 Tremenda pendejada de @M_OlgaSCordero ???? https://t.co/VyL2FypWez	non-sexist
3336	SCB_ES	es	Twitter	@marco_morales2 @nuevoleon @CongresoNL @M_OlgaSCordero @CNDH @A_Encinas_R @CEDHNL No estoy a favor del aborto. Esto? https://t.co/Imeu20CdM6	sexist
3337	SCB_ES	es	Twitter	RT @13_iracheta: El se?or embajador no tiene ni la m?s put@ idea de lo que la diplomacia, representando a M?xico con su cachucha de morena.?	non-sexist
3338	SCB_ES	es	Twitter	RT @FaoPohl: Sr. Secretario Villalobos @vmva1950, refrendo con usted el compromiso adquirido en nuestra pasada reuni?n de contar con la @FA?	non-sexist
3339	SCB_ES	es	Twitter	@MD_HO_DrAaronFC @m_ebrard Jos? Jos? es un hito nacional. Bien hecho canciller.	non-sexist
3340	SCB_ES	es	Twitter	RT @r_velascoa: Sobre la nota de Dolia Est?vez en relaci?n a V?ctor Barreras, a?ado la siguiente informaci?n a lo dicho por los secretarios?	non-sexist
3341	SCB_ES	es	Twitter	@JulesDwij @Soy_Leslie_Goe @LuRiojas Totalmente de acuerdo! Pero es m?s barato, m?s populista y m?s atrayente decir? https://t.co/dynLNeweIX	sexist
3342	SCB_ES	es	Twitter	"RT @loba_indomable: Lo he dicho y lo vuelvo a decir; 
#Recular es algo muy com?n en el gobierno de @lopezobrador_, se dice que liberaron a?"	non-sexist
3343	SCB_ES	es	Twitter	@beltrandelrio @SEGOB_mx @M_OlgaSCordero est? MORALMENTE DERROTADA. Por eso dice lo que sea, dejaque los subordinad? https://t.co/nmWzBS0D4G	sexist
3344	SCB_ES	es	Twitter	@GlodeJo07 @m_ebrard Como pasas a pensar eso??? ??????????????????????	non-sexist
3345	SCB_ES	es	Twitter	Absolutamente de acuerdo Este nefasto individuo verg?enza del Servicio Exterior Mexicano debe ser removido lo antes? https://t.co/5bYj8RRgtR	sexist
3346	SCB_ES	es	Twitter	#JoseJoseEsDeMexico No hay derecho el periplo y la agon?a que tienen con el cuerpo de Jos? Jos?, ojal? el Gobierno? https://t.co/tcjuWWzmWe	sexist
3347	SCB_ES	es	Twitter	@lajornadaonline @SEGOB_mx @M_OlgaSCordero Aqu? ya tenemos muchos problemas, desempleo e inseguridad como para lidiar con los migrantes	non-sexist
3348	SCB_ES	es	Twitter	RT @diazbriseno: ??AMLO y el Canciller @m_ebrard nombraron como C?nsul de M?xico en Tucson, Arizona a un activista de Morena sin experiencia?	non-sexist
3349	SCB_ES	es	Twitter	"RT @MD_HO_DrAaronFC: Atenci?n @FEPADE_Mex @FGRMexico @PartidoMorenaMx @M_OlgaSCordero @Ricar_peralta @AlfonsoDurazo 

ESO ES DELITO GRAVE h?"	non-sexist
3350	SCB_ES	es	Twitter	RT @econokafka: Pejistas, ?se imaginan a un embajador de Fox, Calder?n o Pe?a con gorra del PAN o PRI? https://t.co/rBE1zKvduS	non-sexist
3351	SCB_ES	es	Twitter	RT @M_OlgaSCordero: Agradecemos a la sociedad civil, a los gobernadores, funcionarios locales y federales, empresarios, a todos y a todas,?	non-sexist
3352	SCB_ES	es	Twitter	Vale la pena leer este art?culo https://t.co/afikzDDE90	non-sexist
3353	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ Dra. @M_OlgaSCordero en sus atribuciones d?gale al presidente @lopezobrador_ que en? https://t.co/JhvCjP6O16	sexist
3354	SCB_ES	es	Twitter	RT @javo_chavez: @econokafka @PERROJOROBADO Por si le interesa a @m_ebrard la queja tiene el folio 107533/2019.	non-sexist
3355	SCB_ES	es	Twitter	RT @hdemauleon: Aunque usted no lo crea, los paladines de la 4T acaban de descubrir que s? hacen falta los albergues que ellos mismos se en?	non-sexist
3356	SCB_ES	es	Twitter	RT @GH0STMAFIA: Oye @lopezobrador_ y si en vez de andar cazando a la gente honrada por una triste factura, mejor te pones a hacer tu trabaj?	non-sexist
3357	SCB_ES	es	Twitter	"@m_ebrard El rastro ?? del dinero ?? y las armas del CO es el camino para desarticularlo. 

En forma equivalente se d? https://t.co/mybjL0x4de"	sexist
3358	SCB_ES	es	Twitter	"RT @Arouet_V: ?Error del contador?

1. La fortuna de @ManuelBartlett
2. La condonaci?n de impuestos a @yeidckol, Epigmenio Ibarra y @AnaGGu?"	non-sexist
3359	SCB_ES	es	Twitter	RT @EnriqueJacobR: Muy productiva reuni?n con los integrantes de @amsdemex y el Secretario @m_ebrard, analizamos las acciones que se han re?	non-sexist
3360	SCB_ES	es	Twitter	RT @venezolanoenpie: El proxeneta de Cuba tiene una nueva chica, felicidades M?xico https://t.co/L6UUIkVTmX	non-sexist
3361	SCB_ES	es	Twitter	RT @neftali: @elvirus_j @AlfonsoDurazo @M_OlgaSCordero @Luis_C_Sandoval @AlmiranteSrio Fallido es para quienes buscan un ba?o de sangre. Cu?	non-sexist
3362	SCB_ES	es	Twitter	Como Guerrerense, me averg?enza dicho nombramiento. @m_ebrard corrige !!!	non-sexist
3363	SCB_ES	es	Twitter	@Pelonndenfrente @cri_criminal30 @M_OlgaSCordero Las dos viejas Mariguanas	non-sexist
3364	SCB_ES	es	Twitter	Deseo un feliz cumplea?os al Lic.Marcelo Ebrard @m_ebrard titular de la @SRE_mx, los mejores deseos y ?xitos ???????????? https://t.co/3u4vYmlmPf	non-sexist
3365	SCB_ES	es	Twitter	Mismo mensaje que tengo oyendo desde Carlos Salinas de Gortari... Nunca cambian.	non-sexist
3366	SCB_ES	es	Twitter	RT @zorrosoberon: @M_OlgaSCordero @lopezobrador_ Va a cagarte en los pa?ales de tu p?t@ m@dr3 vi3j@ p3nd3j@, no sirves para nada m?s que pa?	non-sexist
3367	SCB_ES	es	Twitter	RT @BerthaParedesM: Les comparto considerada opini?n...Saludos @aortizlanz @FreddyMtz11 @RamonSantini @g_muela @mikekonk @Tiburbas @ibaz33?	non-sexist
3368	SCB_ES	es	Twitter	@M_OlgaSCordero @lopezobrador_ @AlmiranteSrio @omarfayad @Luis_C_Sandoval @Claudiashein Nada? NI UN SOLO COMENTARIO? https://t.co/uRfvfQAiZT	sexist
3369	SCB_ES	es	Twitter	RT @valme14: @m_ebrard debe d ayudar a los hijos dl pr?ncipe d la canci?n #JoseJose el gobierno d Miami no les da ninguna noticia es su deb?	non-sexist
3370	SCB_ES	es	Twitter	@m_ebrard Muchas felicidades querido canciller @m_ebrard	non-sexist
3371	SCB_ES	es	Twitter	RT @ChumelTorres: ?Ya estuvo bueno no, @lopezobrador_ @M_OlgaSCordero?	non-sexist
3372	SCB_ES	es	Twitter	@Enea_Salgado @Jaime_BonillaV @M_OlgaSCordero @lopezobrador_ Olga S?nchez Florero obedece ?rdenes, no puede pronunciarse	non-sexist
3373	SCB_ES	es	Twitter	"RT @vampipe: Si quiero una mujer presidenta. 

Propongo a @M_OlgaSCordero y ya olviden intentarlo con @Claudiashein, por el amor de dios."	non-sexist
3374	SCB_ES	es	Twitter	RT @Notimex: ?El momento m?s complicado en la Secretar?a de Gobernaci?n (@SEGOB_mx)?. Entrevista exclusiva con la secretaria de Gobernaci?n?	non-sexist
