	dataset	source	language	text	task1
1810	MeTwo	Twitter	es	Le pedí a mi novio que me sirviera cereal y se pusO A FREGAR LOS COROTOS Y NO ME SIRVIÓ	non-sexist
1811	MeTwo	Twitter	es	@777acidburn777 @OT_Oficial @RobertoLealG @tinetr @NoemiGaleraN @ManuGuix @vickygom3z @AndreaVilallong @ItziarCastro @mamenmarquezvoz @gotzonmantuliz @MiquiPuig @africaot2018 Pues Dave se queda, y de niñata no tengo nada	non-sexist
1812	MeTwo	Twitter	es	"@xTrikruBeca « —Comenzó la rubia, alzando un dedo casi amenazante mientras la encaraba y, por el rabillo del ojo, Lexa ya podía ver como Niylah se posicionaba tras ella. Por si tenia que detenerla o calmarla.— 
No eres una niñata de quince años. No vas a »"	non-sexist
1813	MeTwo	Twitter	es	@febini14 Iguall me refiero a q aprendan todos los que meten a las feministas en una misma bolsa	non-sexist
1814	MeTwo	Twitter	es	Hermano, la regla no le baja solo a las feministas xd https://t.co/OYNcUjO9ql	sexist
1815	MeTwo	Twitter	es	"Ahora entiendo @PastorVladimir De las veces q Dios me saco de lugares y quito a personas de mi vida. He llorado como una niña . . .  
Ya que tarde o temprano esos lugares y personas se volverían contra mi.

#BenditaMisericordia
#MensajeDe❤Inolvidable
@AMCompaz"	non-sexist
1816	MeTwo	Twitter	es	"@beIIaindomita No entiendo la cantidad de comentarios de ""abusos"" que leo, se sabe realmente lo que es abusar? Cuando este en un pub o discoteca que ni quepa un alfiler, tengo que dar ostias a todo el que me toque sea chico o chica? Venga por dios, veo mucha "" loca del coño"" en twitter"	sexist
1817	MeTwo	Twitter	es	Eso sí son requisitos! Pero llenar requisitos para ser MUJER? por favor!! https://t.co/aqQVz7bHMm	non-sexist
1818	MeTwo	Twitter	es	"@ZuluagaCamila Al fin una buena noticia, por favor. Unas lecturitas sobre feminismo y transfeminismo no le sentarían mal porque tanta lagartería mojigata pone los pelos de punta. Revise esa noción autoengañosa de ""superioridad moral"" usted no representa lo mejor de las mujeres. Hacer la tarea."	non-sexist
1819	MeTwo	Twitter	es	@monickiur Mujer al volante, peligro andante.	sexist
1820	MeTwo	Twitter	es	@alonso_dm @Juancar30071948 Un axioma terrible que no muchas veces es verdad. ‘’a las mujeres hay que creerles’’	sexist
1821	MeTwo	Twitter	es	"https://t.co/ncptES5mjP 
La nueva perla de los obispos:
""A las mujeres hay que quitarles el voto, porque últimamente piensan por su cuenta"""	sexist
1822	MeTwo	Twitter	es	A las mujeres hay que amarlas.	non-sexist
1823	MeTwo	Twitter	es	Como odio a las mujeres que se meten con novios ajenos, qué hay que ver qué ellos también tienen la culpa por perros 🐶 pero ellas. Dan ganas de mandarlos a la orca a los dos,lo peor que el cuerno es tan feo que parece chango 🐒	non-sexist
1824	MeTwo	Twitter	es	Qué alguien me ayude a entender algo. Por que las mujeres se tardan años en reportar un abuso sexual si es que fue? Por qué no le reportaron cuando el hombre no era famoso? Son así de retrasadas(lentas) las mujeres de hoy en dia? https://t.co/Nan0NjQhA0	sexist
1825	MeTwo	Twitter	es	Cuando subes a tu amiga la lagartona al Uber porque ya andaba malacopeando https://t.co/DcnK5ZGuL4	sexist
1826	MeTwo	Twitter	es	@ValeManfredi_ Pero decidiste no hacerlo. Too bad, feminazi.	sexist
1827	MeTwo	Twitter	es	@solyplayacanary Pero tú no eres una feminazi	sexist
1828	MeTwo	Twitter	es	Estamos hartas del típico imbécil que se justifica siempre con “feminazi”. Se os ve el plumero chavales	sexist
1829	MeTwo	Twitter	es	Pero. No puedo ir a la cocina y coger cualquier cosa. https://t.co/S2pzuW93Tn	non-sexist
1830	MeTwo	Twitter	es	"@PinkPxnch —No paso mucho tiempo en casa, así que tengo lo justo y necesario para no tener que limpiar más de la cuenta. Pero me alegra que te parezca acogedora.

La guió hasta el salón principal, señalado uno de los sofás e invitándola a sentarse en el sofá.

—Voy a la cocina a por algo &gt;"	non-sexist
1831	MeTwo	Twitter	es	@iisra88 @lavidadepe Mi mente no es privilegia, lo sé. La tuya tampoco debe serlo porque perder el tiempo que una niñata repelente, entre otras cosas, con una mente cuestionable no te debe hacer muy listo.	non-sexist
1832	MeTwo	Twitter	es	@dori58 @salvameoficial No estoy para nada de acuerdo. Miriam es una niñata que la va buscando todo el rato para provocarla	non-sexist
1833	MeTwo	Twitter	es	Jajajajajjajajajjajajjjjja y esta niñata q se cree la kim kardashian	non-sexist
1834	MeTwo	Twitter	es	@DrAthanasius @RosaMBritton @JCTapiaLMB @APLAFA Decir que el feminismo abrió la puerta a la pedofilia, es un INSULTO a las feministas y los movimientos que han luchado en contra de la desigualdad de género. Estos señores son unos impresentables que salen en la TV ha hablar boludeces de medias verdades con mentiras completas	non-sexist
1835	MeTwo	Twitter	es	Que weba ir a trabajar andando en tus dias eww	non-sexist
1836	MeTwo	Twitter	es	La cara de zorra no se la podrá borrar nunca, y la sonrisa que tiene le va a durar mientras la cuide mucho!!!!!😁 https://t.co/qe3fSJyOJ4	sexist
1837	MeTwo	Twitter	es	Es verdad, me conociste como una mujer... Soy Lavi.	non-sexist
1838	MeTwo	Twitter	es	"📹 Así es como una mujer enfrentó a racista que agredió a dos jóvenes por hablar español... 

https://t.co/6CfDmxijcd"	non-sexist
1839	MeTwo	Twitter	es	Como una niña puede tenerme así.	non-sexist
1840	MeTwo	Twitter	es	"Y este tipo de gente que me ven como una niña cuando digo que me gusta ""Hilda"", ""Gravity Falls"", ""Miraculous Ladybug"", etc. :'v"	non-sexist
1841	MeTwo	Twitter	es	Me van a llevar a comprar ropa, me siento como una niña chiquita	non-sexist
1842	MeTwo	Twitter	es	@ErzaRose1894 Yo solita.. Como una niña grande que zoi y 0 coordinación	non-sexist
1843	MeTwo	Twitter	es	"@clubdeviernes Aquí en Aragón estoy gobernado por comunistas en todos los estamentos.
Hasta la alcaldesa del pueblo al que pertenece mi pedanía es una loca del PSOE que se gastó la mitad del presupuesto de las fiestas en carteles ""anti-violación""."	non-sexist
1844	MeTwo	Twitter	es	@Existimos_45a60 @angelaponceof Es un hombre que se operó, se puso y se quito para ser mujer pero no deja de ser un hombre!!	non-sexist
1845	MeTwo	Twitter	es	Pastor dice que a las mujeres hay que darle tres veces al día https://t.co/aoVQkzlYT5	sexist
1846	MeTwo	Twitter	es	"Esta gorda ASQUEROSA lanzó al piso an ciego,que poca madre,ya les había dicho q se iba a bajar,es evidente q SI ES CIEGO PUES OTRA FEMINAZI LE DICE ""ADEMAS DE CIEGO SORDO"" LUEGO ESTA GORDA COBARDE LO LANZA AL PISO ¿y si se rompe la cabeza al caer? ¿Que AMENAZA PRESENTA UN CIEGO? https://t.co/b6YJkpivab"	sexist
1847	MeTwo	Twitter	es	@xJust_a_guy «específicos, los que no se podrían encontrar en una cocina normal) y baja las escaleras detrás de Ethan, llegando a la cocina un poquito después que él.—	non-sexist
1848	MeTwo	Twitter	es	"Me explica alguien cual es la tarea de estos tres??
Asraf: me aburro
Pues ponte a fregar chato....., te aseguro q las manos no se caen..
#GHVIP7O 
#VIPDirecto https://t.co/ZpRWuwxjln"	non-sexist
1849	MeTwo	Twitter	es	Aurah dice que no hace la niñata porque le debe un respeto a su familia y a su hijo enfermo, pero no le debe respeto en lo gentuza que se comporta o en estar ahí con un tío comiéndose la boca yendo de enamoradisimos #GHVIP7O	non-sexist
1850	MeTwo	Twitter	es	"@MecheAF Muy bien Mercedes, siempre al pie del cañón, a pesar de que muchos MACHOTES te quisieran ver derrotada, allí estás VALIENTE, SIN RENDIRTE ANTE LAS ADVERSIDADES, ""MUJER TENÍAS QUE SER""."	non-sexist
1851	MeTwo	Twitter	es	"Siempre te he amado...
Incluso en tus días grises..."	non-sexist
1852	MeTwo	Twitter	es	@maartu_lakd A VOS TAMBIEN TE EXTRAÑOO avisame cuando vengas para esta zpna zorra	non-sexist
1853	MeTwo	Twitter	es	O se ponen a mirar de cerca a ver si tenes, woooow tenes pelitos, oh por dios como una mujer va a tener pelos en la pierna? Qué sos un ser humano?	non-sexist
1854	MeTwo	Twitter	es	@ContraGodarria @Hail_Gu Aún no hay Loca del Transmilenio , por algo será......	non-sexist
1855	MeTwo	Twitter	es	Hay que ser bien cara de crica para ser mujer y trabajar estancándole los derechos a las mujeres. Nayda Venegas no me representa y es importante que personas como ella no ganen más unas elecciones. https://t.co/0I8dFaRQCW	non-sexist
1856	MeTwo	Twitter	es	Mujer al volante peligro constante	sexist
1857	MeTwo	Twitter	es	@sweetnessmendes @shawnxcamilazz y ella no lo sigue, QUE LES PASA A LAS MUJERES DE HOY EN DÍA QUE SI SHAWN MENDES TE SIGUE NO LO SIGUES DE VUELTA, LE HABLAS Y MÍNIMO LE PIDES UN BESITO WTF	non-sexist
1858	MeTwo	Twitter	es	@Jud_bcn_988 Y tú dices ser educadora? Tú eres  ***** . A ver de qué cuento vas a vivir cuando deroguemos el terrorismo de estado ese que llamáis LEY DE VIOLENCIA DE GÉNERO y tengáis que demostrar con pruebas los malos tratos y desaparezca la mafia feminazi.	sexist
1859	MeTwo	Twitter	es	me voy a la cocina a coger hummus y me fumo un cigarro o me quedo en la camita?	non-sexist
1860	MeTwo	Twitter	es	Mi abuela esta mandando a yesla a fregar,a guardarlos a todo juju.	non-sexist
1861	MeTwo	Twitter	es	@Billy65526004 Otra vez te repito...No ha dicho k NO lo va a fregar... los hace SIEMPRE por la mañana... ella no sabia k iban a poner esa prueba. K por cierto, ya k han cenado cómo sirvientes solo ellos, k limpien cómo sirvientes	non-sexist
1862	MeTwo	Twitter	es	@JackArioKing Tío qué coño pareces una puta gallina escarbando entre la mierda no me jodas	non-sexist
1863	MeTwo	Twitter	es	As rúas sábeno.. A Voz Minte #LaVozMiente #ACozDeGalicia #LaBoz https://t.co/6uUVgulKtT	non-sexist
1864	MeTwo	Twitter	es	@bergidumhispano Le veo demasiado simplón para ser mujer	non-sexist
1865	MeTwo	Twitter	es	@Lazmen2U @waraujo64 @dialogo21 @MaxMojica Max mojigata querrá decir.  Arenero descaradamente a todas luces!!!!	non-sexist
1866	MeTwo	Twitter	es	Tengo que decir una wea poco sorora: me cargan las amikas putas mojigatas. Si uno es puta hay que tomarlo en serio. Y si se es mojigata hay que aceptarlo. Sobre todo la versión twittera , es patética.👽💙	sexist
1867	MeTwo	Twitter	es	Mucho feminismo mucho feminismo pero a la primera que cruzan ya le bardean desde el dedo chico del pie hasta la punta del pelo. Mucho se cuidan así	sexist
1868	MeTwo	Twitter	es	Que vos hayas tenido una buena experiencia en un colegio no significa que les demás también. Dejá de defender a capa y espada un colegio que tiene denuncias de ACOSO. Te puede pasar a vos. Mucho feminismo pero cuando te tocan algo tuyo flaqueás. Empatía, gente.	non-sexist
1869	MeTwo	Twitter	es	Sin embargo no veo correcto culpabilizar a mujeres por entablar relaciones tóxicas o por tender a defender varones, porque también es parte de nuestra socialización. A las mujeres hay que educarlas y apoyarlas, no atacarlas.	non-sexist
1870	MeTwo	Twitter	es	@yxnaina @HelloMaaat Jajjaa yo no odio a las mujeres, pero si a las feminazis así como a los misogenos	sexist
1871	MeTwo	Twitter	es	"MATABA Y DESCUARTIZABA POR ODIO A LAS MUJERES 

De pequeño su madre lo obligaba a ver como tenía relaciónes sexuales con diferentes hombres

https://t.co/rG1zy7veVZ"	non-sexist
1872	MeTwo	Twitter	es	Odio la misoginia más de lo que odio a las mujeres.	sexist
1873	MeTwo	Twitter	es	Oh les gusta o te tratan de villero no hay terminó medio en las mujeres de hoy en día. https://t.co/gAmABn1Bba	sexist
1874	MeTwo	Twitter	es	"@xNaker Pero a quien vas a pegar tuuuu "" cuerpo escombro "" que eres una puta nenaza !!! jajaja vaya foto me pones .... me esperaba más de tí, tanto que por aquí tienes tantos cojones y luego eres UN MIERDA."	sexist
1875	MeTwo	Twitter	es	"Veo a mi zab tan contento tan sonriente.. Nose si sea su ruptura con la lagartona esa o Nose pero me encanta verlo así  #CNCOWorldTour @CNCOmusic       #CNCOenHermosillo

#CNCO #TheLatinArtist #PCAs @CNCOmusic @peopleschoice"	sexist
1876	MeTwo	Twitter	es	Realmente ustedes los de VENTE son unas Ratas . La Marimacho los tiene enfermo por el Poder . Son unas Basuras https://t.co/0AczIhqpBt	non-sexist
1877	MeTwo	Twitter	es	"- ¡Aparta, mujer tenías que ser!
🙄🤨 https://t.co/wl7qqTZkj6"	sexist
1878	MeTwo	Twitter	es	“Mujer tenías que ser”... cuántas veces habremos escuchado esta frase? Compartimos una de nuestras experiencias, léela y no dudes en compartir la tuya..  https://t.co/2xhBHfcpRo https://t.co/7Dsl4AZq6V	sexist
1879	MeTwo	Twitter	es	Que las feministas quieran acabar los reinados de belleza por machistas es el mismo autoritarismo que los camanduleros que quisieron prohibir el toque de Marduk. ¿Muy difícil respetar el proyecto de vida que no nos guste?	sexist
1880	MeTwo	Twitter	es	"""mira esaaa ALTA PUTA"" a una chica vestida con poca ropa o ""alta zorra esa"" a una chica que se chapaba a mas de un pibe en una noche, yo del pasado = asco https://t.co/shRClajHNp"	sexist
1881	MeTwo	Twitter	es	@Sexycatrach69 @AnderssonChiess @munequitahot_69 Pisastes con la fabiola esa maldita trepadora es pija de lacra solo pidiendo dinero prestado pasa y no paga la zorra esa yo tengo material de el clavado en la verga de un negro	sexist
1882	MeTwo	Twitter	es	""" sos una zorra sofisticada "" me tiro Carol
Jajajajajajajaja q piba idiota"	non-sexist
1883	MeTwo	Twitter	es	Mono y yo viviríamos peleando 24/7 tan complicado como una mujer o peor 🤦🏼‍♀️😂🤣😂🤣😂	sexist
1884	MeTwo	Twitter	es	"Mi bella 👸🏻💖. 
Mereces eso y más ,nunca has dejado de luchar por tus sueños, te has mantenido como una mujer fuerte, la gente crítica sin conocer la belleza interior y exterior que tienes , me siento tan feliz por ti ,porque estás cumpliendo sueños, porque eres más valiente 💘✨ https://t.co/ZuJlKd05Pm"	non-sexist
1885	MeTwo	Twitter	es	Por las mañanas usser estudia como una niña buena y me hace hibernar. https://t.co/T61w1RmABx	non-sexist
1886	MeTwo	Twitter	es	@salvameoficial Pero q Miriam provoca?no sé que veis,es su forma de defenderse como una niña chica es muuuy cansina pero no se que decis,todos repiten las mismas canciones una y otra vez y no pasa nada y encima la pobre pensaba que todo estaba mejorando y la meten otro palo es un asco.	non-sexist
1887	MeTwo	Twitter	es	@fddebut Y La loca del marketing ??	non-sexist
1888	MeTwo	Twitter	es	Que si nació hombre, que si se siente mujer, que si no necesita vagina para ser mujer o viseversa, que si en su país es declarada mujer por las leyes...	non-sexist
1889	MeTwo	Twitter	es	"""Hay mujeres con pene y hombres con vagina, porque la única clave para ser mujer es ser y sentirte mujer"", comentó Ángela Ponce, Miss España transgénero https://t.co/MJDFUB2p04 https://t.co/wwFLuKgzzy"	non-sexist
1890	MeTwo	Twitter	es	Mucho feminismo pero las niñas eligen siempre al chico malo, el más gamberro y posiblemente el más machista	sexist
1891	MeTwo	Twitter	es	@Carmen_2Estevez @angelbvgp Menuda asquerosa eres,mucho feminismo,pero algunas mujeres como tú,la peores enemigas de las mujeres	non-sexist
1892	MeTwo	Twitter	es	Escuchando al bebé malcriado y por supuesto imbécil de Rufián quejarse porque le llaman imbécil cuando él llama palmera a una política. Por cierto, luego habrá mucho 8-M, mucho feminismo, pero no la han defendido las mujeres de la sala. Sin duda mucho imbécil y mucha imbécil	sexist
1893	MeTwo	Twitter	es	mucho feminismo pero después subís foto con tu “amigo” abusador, lo defendés, te cubrís los ojos. replanteemosnos las cosas amigass	sexist
1894	MeTwo	Twitter	es	Mucho feminismo, pero a la que te cae mal le decís gorda puta y la descansas por comerte al novio...	sexist
1895	MeTwo	Twitter	es	@suriel Entonces las mujeres NO deberían montarse en los buses o vagones en donde se montan los hombres	sexist
1896	MeTwo	Twitter	es	Es una falta de respeto a la mujer, que en los concursos de belleza como el Miss Universo y el Miss Mundo, permitan que participen transgeneros. Por dignidad y respeto a si mismas, las mujeres concursantes deberian renunciar; y las mujeres no deberian ver ese concurso...	non-sexist
1897	MeTwo	Twitter	es	dios mio como odio a las mujeres, una mas embrollera que la otra	sexist
1898	MeTwo	Twitter	es	@BethCT04 Siento que exagera un poco... En mi caso yo no odio a las mujeres y mas bien trato de estar en armonía con ellas o con la mayoría de ellas...	non-sexist
1899	MeTwo	Twitter	es	"—Entonces tendré que pedirte salir yo, para estar a la par. Pero eso iba antes de la ropa, mecachis...

Alzó el rostro para besar su mejilla.

—De lo más profundo del Averno, además. ¿Vamos a la cocina?"	non-sexist
